brgyDesc,muncity,province,region,zipCode
Burayoc,Pagudpud,Ilocos Norte,REGION I (Ilocos Region),2919
Caunayan,Pagudpud,Ilocos Norte,REGION I (Ilocos Region),2919
Dampig,Pagudpud,Ilocos Norte,REGION I (Ilocos Region),2919
Ligaya,Pagudpud,Ilocos Norte,REGION I (Ilocos Region),2919
Pancian,Pagudpud,Ilocos Norte,REGION I (Ilocos Region),2919
Pasaleng,Pagudpud,Ilocos Norte,REGION I (Ilocos Region),2919
Poblacion 1,Pagudpud,Ilocos Norte,REGION I (Ilocos Region),2919
Poblacion 2,Pagudpud,Ilocos Norte,REGION I (Ilocos Region),2919
Saguigui,Pagudpud,Ilocos Norte,REGION I (Ilocos Region),2919
Saud,Pagudpud,Ilocos Norte,REGION I (Ilocos Region),2919
Subec,Pagudpud,Ilocos Norte,REGION I (Ilocos Region),2919
Tarrag,Pagudpud,Ilocos Norte,REGION I (Ilocos Region),2919
Caparispisan,Pagudpud,Ilocos Norte,REGION I (Ilocos Region),2919
Bacsil,Paoay,Ilocos Norte,REGION I (Ilocos Region),2902
Cabagoan,Paoay,Ilocos Norte,REGION I (Ilocos Region),2902
Cabangaran,Paoay,Ilocos Norte,REGION I (Ilocos Region),2902
Callaguip,Paoay,Ilocos Norte,REGION I (Ilocos Region),2902
Cayubog,Paoay,Ilocos Norte,REGION I (Ilocos Region),2902
Dolores,Paoay,Ilocos Norte,REGION I (Ilocos Region),2902
Laoa,Paoay,Ilocos Norte,REGION I (Ilocos Region),2902
Masintoc,Paoay,Ilocos Norte,REGION I (Ilocos Region),2902
Monte,Paoay,Ilocos Norte,REGION I (Ilocos Region),2902
Mumulaan,Paoay,Ilocos Norte,REGION I (Ilocos Region),2902
Nagbacalan,Paoay,Ilocos Norte,REGION I (Ilocos Region),2902
Nalasin,Paoay,Ilocos Norte,REGION I (Ilocos Region),2902
Nanguyudan,Paoay,Ilocos Norte,REGION I (Ilocos Region),2902
Oaig-Upay-Abulao,Paoay,Ilocos Norte,REGION I (Ilocos Region),2902
Pambaran,Paoay,Ilocos Norte,REGION I (Ilocos Region),2902
Pannaratan (Pob.),Paoay,Ilocos Norte,REGION I (Ilocos Region),2902
Paratong,Paoay,Ilocos Norte,REGION I (Ilocos Region),2902
Pasil,Paoay,Ilocos Norte,REGION I (Ilocos Region),2902
Salbang (Pob.),Paoay,Ilocos Norte,REGION I (Ilocos Region),2902
San Agustin,Paoay,Ilocos Norte,REGION I (Ilocos Region),2902
San Blas (Pob.),Paoay,Ilocos Norte,REGION I (Ilocos Region),2902
San Juan,Paoay,Ilocos Norte,REGION I (Ilocos Region),2902
San Pedro,Paoay,Ilocos Norte,REGION I (Ilocos Region),2902
San Roque (Pob.),Paoay,Ilocos Norte,REGION I (Ilocos Region),2902
Sangladan Pob. (Nalbuan),Paoay,Ilocos Norte,REGION I (Ilocos Region),2902
Santa Rita (Pob.),Paoay,Ilocos Norte,REGION I (Ilocos Region),2902
Sideg,Paoay,Ilocos Norte,REGION I (Ilocos Region),2902
Suba,Paoay,Ilocos Norte,REGION I (Ilocos Region),2902
Sungadan,Paoay,Ilocos Norte,REGION I (Ilocos Region),2902
Surgui,Paoay,Ilocos Norte,REGION I (Ilocos Region),2902
Veronica,Paoay,Ilocos Norte,REGION I (Ilocos Region),2902
Batuli,Pasuquin,Ilocos Norte,REGION I (Ilocos Region),2917
Binsang,Pasuquin,Ilocos Norte,REGION I (Ilocos Region),2917
Nalvo (Cababaan-Nalvo),Pasuquin,Ilocos Norte,REGION I (Ilocos Region),2917
Caruan,Pasuquin,Ilocos Norte,REGION I (Ilocos Region),2917
Carusikis,Pasuquin,Ilocos Norte,REGION I (Ilocos Region),2917
Carusipan,Pasuquin,Ilocos Norte,REGION I (Ilocos Region),2917
Dadaeman,Pasuquin,Ilocos Norte,REGION I (Ilocos Region),2917
Darupidip,Pasuquin,Ilocos Norte,REGION I (Ilocos Region),2917
Davila,Pasuquin,Ilocos Norte,REGION I (Ilocos Region),2917
Dilanis,Pasuquin,Ilocos Norte,REGION I (Ilocos Region),2917
Dilavo,Pasuquin,Ilocos Norte,REGION I (Ilocos Region),2917
Estancia,Pasuquin,Ilocos Norte,REGION I (Ilocos Region),2917
Naglicuan,Pasuquin,Ilocos Norte,REGION I (Ilocos Region),2917
Nagsanga,Pasuquin,Ilocos Norte,REGION I (Ilocos Region),2917
Ngabangab,Pasuquin,Ilocos Norte,REGION I (Ilocos Region),2917
Pangil,Pasuquin,Ilocos Norte,REGION I (Ilocos Region),2917
Poblacion 1,Pasuquin,Ilocos Norte,REGION I (Ilocos Region),2917
Poblacion 2,Pasuquin,Ilocos Norte,REGION I (Ilocos Region),2917
Poblacion 3,Pasuquin,Ilocos Norte,REGION I (Ilocos Region),2917
Poblacion 4,Pasuquin,Ilocos Norte,REGION I (Ilocos Region),2917
Pragata (Pragata-Bungro),Pasuquin,Ilocos Norte,REGION I (Ilocos Region),2917
Puyupuyan,Pasuquin,Ilocos Norte,REGION I (Ilocos Region),2917
Sulongan,Pasuquin,Ilocos Norte,REGION I (Ilocos Region),2917
Salpad,Pasuquin,Ilocos Norte,REGION I (Ilocos Region),2917
San Juan,Pasuquin,Ilocos Norte,REGION I (Ilocos Region),2917
Santa Catalina,Pasuquin,Ilocos Norte,REGION I (Ilocos Region),2917
Santa Matilde,Pasuquin,Ilocos Norte,REGION I (Ilocos Region),2917
Sapat,Pasuquin,Ilocos Norte,REGION I (Ilocos Region),2917
Sulbec,Pasuquin,Ilocos Norte,REGION I (Ilocos Region),2917
Surong,Pasuquin,Ilocos Norte,REGION I (Ilocos Region),2917
Susugaen,Pasuquin,Ilocos Norte,REGION I (Ilocos Region),2917
Tabungao,Pasuquin,Ilocos Norte,REGION I (Ilocos Region),2917
Tadao,Pasuquin,Ilocos Norte,REGION I (Ilocos Region),2917
Ab-abut,Piddig,Ilocos Norte,REGION I (Ilocos Region),2912
Abucay,Piddig,Ilocos Norte,REGION I (Ilocos Region),2912
Anao (Pob.),Piddig,Ilocos Norte,REGION I (Ilocos Region),2912
Arua-ay,Piddig,Ilocos Norte,REGION I (Ilocos Region),2912
Bimmanga,Piddig,Ilocos Norte,REGION I (Ilocos Region),2912
Boyboy,Piddig,Ilocos Norte,REGION I (Ilocos Region),2912
Cabaroan (Pob.),Piddig,Ilocos Norte,REGION I (Ilocos Region),2912
Calambeg,Piddig,Ilocos Norte,REGION I (Ilocos Region),2912
Callusa,Piddig,Ilocos Norte,REGION I (Ilocos Region),2912
Dupitac,Piddig,Ilocos Norte,REGION I (Ilocos Region),2912
Estancia,Piddig,Ilocos Norte,REGION I (Ilocos Region),2912
Gayamat,Piddig,Ilocos Norte,REGION I (Ilocos Region),2912
Lagandit,Piddig,Ilocos Norte,REGION I (Ilocos Region),2912
Libnaoan,Piddig,Ilocos Norte,REGION I (Ilocos Region),2912
Loing (Pob.),Piddig,Ilocos Norte,REGION I (Ilocos Region),2912
Maab-abaca,Piddig,Ilocos Norte,REGION I (Ilocos Region),2912
Mangitayag,Piddig,Ilocos Norte,REGION I (Ilocos Region),2912
Maruaya,Piddig,Ilocos Norte,REGION I (Ilocos Region),2912
San Antonio,Piddig,Ilocos Norte,REGION I (Ilocos Region),2912
Santa Maria,Piddig,Ilocos Norte,REGION I (Ilocos Region),2912
Sucsuquen,Piddig,Ilocos Norte,REGION I (Ilocos Region),2912
Tangaoan,Piddig,Ilocos Norte,REGION I (Ilocos Region),2912
Tonoton,Piddig,Ilocos Norte,REGION I (Ilocos Region),2912
Aglipay,Pinili,Ilocos Norte,REGION I (Ilocos Region),2905
Apatut-Lubong,Pinili,Ilocos Norte,REGION I (Ilocos Region),2905
Badio,Pinili,Ilocos Norte,REGION I (Ilocos Region),2905
Barbar,Pinili,Ilocos Norte,REGION I (Ilocos Region),2905
Buanga,Pinili,Ilocos Norte,REGION I (Ilocos Region),2905
Bulbulala,Pinili,Ilocos Norte,REGION I (Ilocos Region),2905
Bungro,Pinili,Ilocos Norte,REGION I (Ilocos Region),2905
Cabaroan,Pinili,Ilocos Norte,REGION I (Ilocos Region),2905
Capangdanan,Pinili,Ilocos Norte,REGION I (Ilocos Region),2905
Dalayap,Pinili,Ilocos Norte,REGION I (Ilocos Region),2905
Darat,Pinili,Ilocos Norte,REGION I (Ilocos Region),2905
Gulpeng,Pinili,Ilocos Norte,REGION I (Ilocos Region),2905
Liliputen,Pinili,Ilocos Norte,REGION I (Ilocos Region),2905
Lumbaan-Bicbica,Pinili,Ilocos Norte,REGION I (Ilocos Region),2905
Nagtrigoan,Pinili,Ilocos Norte,REGION I (Ilocos Region),2905
Pagdilao (Pob.),Pinili,Ilocos Norte,REGION I (Ilocos Region),2905
Pugaoan,Pinili,Ilocos Norte,REGION I (Ilocos Region),2905
Puritac,Pinili,Ilocos Norte,REGION I (Ilocos Region),2905
Sacritan,Pinili,Ilocos Norte,REGION I (Ilocos Region),2905
Salanap,Pinili,Ilocos Norte,REGION I (Ilocos Region),2905
Santo Tomas,Pinili,Ilocos Norte,REGION I (Ilocos Region),2905
Tartarabang,Pinili,Ilocos Norte,REGION I (Ilocos Region),2905
Puzol,Pinili,Ilocos Norte,REGION I (Ilocos Region),2905
Upon,Pinili,Ilocos Norte,REGION I (Ilocos Region),2905
Valbuena (Pob.),Pinili,Ilocos Norte,REGION I (Ilocos Region),2905
San Francisco (Pob.),San Nicolas,Ilocos Norte,REGION I (Ilocos Region),2901
San Ildefonso (Pob.),San Nicolas,Ilocos Norte,REGION I (Ilocos Region),2901
San Agustin,San Nicolas,Ilocos Norte,REGION I (Ilocos Region),2901
San Baltazar (Pob.),San Nicolas,Ilocos Norte,REGION I (Ilocos Region),2901
San Bartolome (Pob.),San Nicolas,Ilocos Norte,REGION I (Ilocos Region),2901
San Cayetano (Pob.),San Nicolas,Ilocos Norte,REGION I (Ilocos Region),2901
San Eugenio (Pob.),San Nicolas,Ilocos Norte,REGION I (Ilocos Region),2901
San Fernando (Pob.),San Nicolas,Ilocos Norte,REGION I (Ilocos Region),2901
San Gregorio (Pob.),San Nicolas,Ilocos Norte,REGION I (Ilocos Region),2901
San Guillermo,San Nicolas,Ilocos Norte,REGION I (Ilocos Region),2901
San Jose (Pob.),San Nicolas,Ilocos Norte,REGION I (Ilocos Region),2901
San Juan Bautista (Pob.),San Nicolas,Ilocos Norte,REGION I (Ilocos Region),2901
San Lorenzo,San Nicolas,Ilocos Norte,REGION I (Ilocos Region),2901
San Lucas (Pob.),San Nicolas,Ilocos Norte,REGION I (Ilocos Region),2901
San Marcos (Payas),San Nicolas,Ilocos Norte,REGION I (Ilocos Region),2901
San Miguel (Pob.),San Nicolas,Ilocos Norte,REGION I (Ilocos Region),2901
San Pablo,San Nicolas,Ilocos Norte,REGION I (Ilocos Region),2901
San Paulo (Pob.),San Nicolas,Ilocos Norte,REGION I (Ilocos Region),2901
San Pedro (Bingao),San Nicolas,Ilocos Norte,REGION I (Ilocos Region),2901
San Rufino (Pob.),San Nicolas,Ilocos Norte,REGION I (Ilocos Region),2901
San Silvestre (Pob.),San Nicolas,Ilocos Norte,REGION I (Ilocos Region),2901
Santa Asuncion (Samac),San Nicolas,Ilocos Norte,REGION I (Ilocos Region),2901
Santa Cecilia (Barabar),San Nicolas,Ilocos Norte,REGION I (Ilocos Region),2901
Santa Monica (Nagrebcan),San Nicolas,Ilocos Norte,REGION I (Ilocos Region),2901
San Agustin (Pob.),Sarrat,Ilocos Norte,REGION I (Ilocos Region),2914
San Andres,Sarrat,Ilocos Norte,REGION I (Ilocos Region),2914
San Antonio,Sarrat,Ilocos Norte,REGION I (Ilocos Region),2914
San Bernabe,Sarrat,Ilocos Norte,REGION I (Ilocos Region),2914
San Cristobal,Sarrat,Ilocos Norte,REGION I (Ilocos Region),2914
San Felipe,Sarrat,Ilocos Norte,REGION I (Ilocos Region),2914
San Francisco (Pob.),Sarrat,Ilocos Norte,REGION I (Ilocos Region),2914
San Isidro,Sarrat,Ilocos Norte,REGION I (Ilocos Region),2914
San Joaquin (Pob.),Sarrat,Ilocos Norte,REGION I (Ilocos Region),2914
San Jose,Sarrat,Ilocos Norte,REGION I (Ilocos Region),2914
San Juan,Sarrat,Ilocos Norte,REGION I (Ilocos Region),2914
San Leandro (Pob.),Sarrat,Ilocos Norte,REGION I (Ilocos Region),2914
San Lorenzo,Sarrat,Ilocos Norte,REGION I (Ilocos Region),2914
San Manuel,Sarrat,Ilocos Norte,REGION I (Ilocos Region),2914
San Marcos,Sarrat,Ilocos Norte,REGION I (Ilocos Region),2914
San Nicolas,Sarrat,Ilocos Norte,REGION I (Ilocos Region),2914
San Pedro,Sarrat,Ilocos Norte,REGION I (Ilocos Region),2914
San Roque,Sarrat,Ilocos Norte,REGION I (Ilocos Region),2914
San Vicente (Pob.),Sarrat,Ilocos Norte,REGION I (Ilocos Region),2914
Santa Barbara (Pob.),Sarrat,Ilocos Norte,REGION I (Ilocos Region),2914
Santa Magdalena,Sarrat,Ilocos Norte,REGION I (Ilocos Region),2914
Santa Rosa,Sarrat,Ilocos Norte,REGION I (Ilocos Region),2914
Santo Santiago,Sarrat,Ilocos Norte,REGION I (Ilocos Region),2914
Santo Tomas,Sarrat,Ilocos Norte,REGION I (Ilocos Region),2914
Aguitap,Solsona,Ilocos Norte,REGION I (Ilocos Region),2910
Bagbag,Solsona,Ilocos Norte,REGION I (Ilocos Region),2910
Bagbago,Solsona,Ilocos Norte,REGION I (Ilocos Region),2910
Barcelona,Solsona,Ilocos Norte,REGION I (Ilocos Region),2910
Bubuos,Solsona,Ilocos Norte,REGION I (Ilocos Region),2910
Capurictan,Solsona,Ilocos Norte,REGION I (Ilocos Region),2910
Catangraran,Solsona,Ilocos Norte,REGION I (Ilocos Region),2910
Darasdas,Solsona,Ilocos Norte,REGION I (Ilocos Region),2910
Juan (Pob.),Solsona,Ilocos Norte,REGION I (Ilocos Region),2910
Laureta (Pob.),Solsona,Ilocos Norte,REGION I (Ilocos Region),2910
Lipay,Solsona,Ilocos Norte,REGION I (Ilocos Region),2910
Maananteng,Solsona,Ilocos Norte,REGION I (Ilocos Region),2910
Manalpac,Solsona,Ilocos Norte,REGION I (Ilocos Region),2910
Mariquet,Solsona,Ilocos Norte,REGION I (Ilocos Region),2910
Nagpatpatan,Solsona,Ilocos Norte,REGION I (Ilocos Region),2910
Nalasin,Solsona,Ilocos Norte,REGION I (Ilocos Region),2910
Puttao,Solsona,Ilocos Norte,REGION I (Ilocos Region),2910
San Juan,Solsona,Ilocos Norte,REGION I (Ilocos Region),2910
San Julian,Solsona,Ilocos Norte,REGION I (Ilocos Region),2910
Santa Ana,Solsona,Ilocos Norte,REGION I (Ilocos Region),2910
Santiago,Solsona,Ilocos Norte,REGION I (Ilocos Region),2910
Talugtog,Solsona,Ilocos Norte,REGION I (Ilocos Region),2910
Abkir,Vintar,Ilocos Norte,REGION I (Ilocos Region),2915
Alsem,Vintar,Ilocos Norte,REGION I (Ilocos Region),2915
Bago,Vintar,Ilocos Norte,REGION I (Ilocos Region),2915
Bulbulala,Vintar,Ilocos Norte,REGION I (Ilocos Region),2915
Cabangaran,Vintar,Ilocos Norte,REGION I (Ilocos Region),2915
Cabayo,Vintar,Ilocos Norte,REGION I (Ilocos Region),2915
Cabisocolan,Vintar,Ilocos Norte,REGION I (Ilocos Region),2915
Canaam,Vintar,Ilocos Norte,REGION I (Ilocos Region),2915
Columbia,Vintar,Ilocos Norte,REGION I (Ilocos Region),2915
Dagupan,Vintar,Ilocos Norte,REGION I (Ilocos Region),2915
Pedro F. Alviar (Diaton),Vintar,Ilocos Norte,REGION I (Ilocos Region),2915
Dipilat,Vintar,Ilocos Norte,REGION I (Ilocos Region),2915
Esperanza,Vintar,Ilocos Norte,REGION I (Ilocos Region),2915
Ester,Vintar,Ilocos Norte,REGION I (Ilocos Region),2915
Isic Isic,Vintar,Ilocos Norte,REGION I (Ilocos Region),2915
Lubnac,Vintar,Ilocos Norte,REGION I (Ilocos Region),2915
Mabanbanag,Vintar,Ilocos Norte,REGION I (Ilocos Region),2915
Alejo Malasig,Vintar,Ilocos Norte,REGION I (Ilocos Region),2915
Manarang,Vintar,Ilocos Norte,REGION I (Ilocos Region),2915
Margaay,Vintar,Ilocos Norte,REGION I (Ilocos Region),2915
Namoroc,Vintar,Ilocos Norte,REGION I (Ilocos Region),2915
Malampa (Peninaan-Malampa),Vintar,Ilocos Norte,REGION I (Ilocos Region),2915
Parparoroc,Vintar,Ilocos Norte,REGION I (Ilocos Region),2915
Parut,Vintar,Ilocos Norte,REGION I (Ilocos Region),2915
Salsalamagui,Vintar,Ilocos Norte,REGION I (Ilocos Region),2915
San Jose (Lipay),Vintar,Ilocos Norte,REGION I (Ilocos Region),2915
San Nicolas (Pob.),Vintar,Ilocos Norte,REGION I (Ilocos Region),2915
San Pedro (Pob.),Vintar,Ilocos Norte,REGION I (Ilocos Region),2915
San Ramon (Pob.),Vintar,Ilocos Norte,REGION I (Ilocos Region),2915
San Roque (Pob.),Vintar,Ilocos Norte,REGION I (Ilocos Region),2915
Santa Maria (Pob.),Vintar,Ilocos Norte,REGION I (Ilocos Region),2915
Tamdagan,Vintar,Ilocos Norte,REGION I (Ilocos Region),2915
Visaya,Vintar,Ilocos Norte,REGION I (Ilocos Region),2915
Alilem Daya (Pob.),Alilem,Ilocos Sur,REGION I (Ilocos Region),2716
Amilongan,Alilem,Ilocos Sur,REGION I (Ilocos Region),2716
Anaao,Alilem,Ilocos Sur,REGION I (Ilocos Region),2716
Apang,Alilem,Ilocos Sur,REGION I (Ilocos Region),2716
Apaya,Alilem,Ilocos Sur,REGION I (Ilocos Region),2716
Batbato,Alilem,Ilocos Sur,REGION I (Ilocos Region),2716
Daddaay,Alilem,Ilocos Sur,REGION I (Ilocos Region),2716
Dalawa,Alilem,Ilocos Sur,REGION I (Ilocos Region),2716
Kiat,Alilem,Ilocos Sur,REGION I (Ilocos Region),2716
Bagbagotot,Banayoyo,Ilocos Sur,REGION I (Ilocos Region),2708
Banbanaal,Banayoyo,Ilocos Sur,REGION I (Ilocos Region),2708
Bisangol,Banayoyo,Ilocos Sur,REGION I (Ilocos Region),2708
Cadanglaan,Banayoyo,Ilocos Sur,REGION I (Ilocos Region),2708
Casilagan Norte,Banayoyo,Ilocos Sur,REGION I (Ilocos Region),2708
Casilagan Sur,Banayoyo,Ilocos Sur,REGION I (Ilocos Region),2708
Elefante,Banayoyo,Ilocos Sur,REGION I (Ilocos Region),2708
Guardia,Banayoyo,Ilocos Sur,REGION I (Ilocos Region),2708
Lintic,Banayoyo,Ilocos Sur,REGION I (Ilocos Region),2708
Lopez,Banayoyo,Ilocos Sur,REGION I (Ilocos Region),2708
Montero,Banayoyo,Ilocos Sur,REGION I (Ilocos Region),2708
Naguimba,Banayoyo,Ilocos Sur,REGION I (Ilocos Region),2708
Pila,Banayoyo,Ilocos Sur,REGION I (Ilocos Region),2708
Poblacion,Banayoyo,Ilocos Sur,REGION I (Ilocos Region),2708
Aggay,Bantay,Ilocos Sur,REGION I (Ilocos Region),2727
An-annam,Bantay,Ilocos Sur,REGION I (Ilocos Region),2727
Balaleng,Bantay,Ilocos Sur,REGION I (Ilocos Region),2727
Banaoang,Bantay,Ilocos Sur,REGION I (Ilocos Region),2727
Bulag,Bantay,Ilocos Sur,REGION I (Ilocos Region),2727
Buquig,Bantay,Ilocos Sur,REGION I (Ilocos Region),2727
Cabalanggan,Bantay,Ilocos Sur,REGION I (Ilocos Region),2727
Cabaroan,Bantay,Ilocos Sur,REGION I (Ilocos Region),2727
Cabusligan,Bantay,Ilocos Sur,REGION I (Ilocos Region),2727
Capangdanan,Bantay,Ilocos Sur,REGION I (Ilocos Region),2727
Guimod,Bantay,Ilocos Sur,REGION I (Ilocos Region),2727
Lingsat,Bantay,Ilocos Sur,REGION I (Ilocos Region),2727
Malingeb,Bantay,Ilocos Sur,REGION I (Ilocos Region),2727
Mira,Bantay,Ilocos Sur,REGION I (Ilocos Region),2727
Naguiddayan,Bantay,Ilocos Sur,REGION I (Ilocos Region),2727
Ora,Bantay,Ilocos Sur,REGION I (Ilocos Region),2727
Paing,Bantay,Ilocos Sur,REGION I (Ilocos Region),2727
Puspus,Bantay,Ilocos Sur,REGION I (Ilocos Region),2727
Quimmarayan,Bantay,Ilocos Sur,REGION I (Ilocos Region),2727
Sagneb,Bantay,Ilocos Sur,REGION I (Ilocos Region),2727
Sagpat,Bantay,Ilocos Sur,REGION I (Ilocos Region),2727
San Mariano (Sallacong),Bantay,Ilocos Sur,REGION I (Ilocos Region),2727
San Isidro,Bantay,Ilocos Sur,REGION I (Ilocos Region),2727
San Julian,Bantay,Ilocos Sur,REGION I (Ilocos Region),2727
Sinabaan,Bantay,Ilocos Sur,REGION I (Ilocos Region),2727
Taguiporo,Bantay,Ilocos Sur,REGION I (Ilocos Region),2727
Taleb,Bantay,Ilocos Sur,REGION I (Ilocos Region),2727
Tay-ac,Bantay,Ilocos Sur,REGION I (Ilocos Region),2727
Barangay 1 (Pob.),Bantay,Ilocos Sur,REGION I (Ilocos Region),2727
Barangay 2 (Pob.),Bantay,Ilocos Sur,REGION I (Ilocos Region),2727
Barangay 3 (Pob.),Bantay,Ilocos Sur,REGION I (Ilocos Region),2727
Barangay 4 (Pob.),Bantay,Ilocos Sur,REGION I (Ilocos Region),2727
Barangay 5 (Pob.),Bantay,Ilocos Sur,REGION I (Ilocos Region),2727
Barangay 6 (Pob.),Bantay,Ilocos Sur,REGION I (Ilocos Region),2727
Ambugat,Burgos,Ilocos Sur,REGION I (Ilocos Region),2724
Balugang,Burgos,Ilocos Sur,REGION I (Ilocos Region),2724
Bangbangar,Burgos,Ilocos Sur,REGION I (Ilocos Region),2724
Bessang,Burgos,Ilocos Sur,REGION I (Ilocos Region),2724
Cabcaburao,Burgos,Ilocos Sur,REGION I (Ilocos Region),2724
Cadacad,Burgos,Ilocos Sur,REGION I (Ilocos Region),2724
Callitong,Burgos,Ilocos Sur,REGION I (Ilocos Region),2724
Dayanki,Burgos,Ilocos Sur,REGION I (Ilocos Region),2724
Lesseb,Burgos,Ilocos Sur,REGION I (Ilocos Region),2724
Lubing,Burgos,Ilocos Sur,REGION I (Ilocos Region),2724
Lucaban,Burgos,Ilocos Sur,REGION I (Ilocos Region),2724
Luna,Burgos,Ilocos Sur,REGION I (Ilocos Region),2724
Macaoayan,Burgos,Ilocos Sur,REGION I (Ilocos Region),2724
Mambug,Burgos,Ilocos Sur,REGION I (Ilocos Region),2724
Manaboc,Burgos,Ilocos Sur,REGION I (Ilocos Region),2724
Mapanit,Burgos,Ilocos Sur,REGION I (Ilocos Region),2724
Poblacion Sur (Masingit),Burgos,Ilocos Sur,REGION I (Ilocos Region),2724
Nagpanaoan,Burgos,Ilocos Sur,REGION I (Ilocos Region),2724
Dirdirig (Dirdirig-Paday),Burgos,Ilocos Sur,REGION I (Ilocos Region),2724
Paduros,Burgos,Ilocos Sur,REGION I (Ilocos Region),2724
Patac,Burgos,Ilocos Sur,REGION I (Ilocos Region),2724
Poblacion Norte (Bato),Burgos,Ilocos Sur,REGION I (Ilocos Region),2724
Sabangan Pinggan,Burgos,Ilocos Sur,REGION I (Ilocos Region),2724
Subadi Norte,Burgos,Ilocos Sur,REGION I (Ilocos Region),2724
Subadi Sur,Burgos,Ilocos Sur,REGION I (Ilocos Region),2724
Taliao,Burgos,Ilocos Sur,REGION I (Ilocos Region),2724
Alinaay,Cabugao,Ilocos Sur,REGION I (Ilocos Region),2732
Aragan,Cabugao,Ilocos Sur,REGION I (Ilocos Region),2732
Arnap,Cabugao,Ilocos Sur,REGION I (Ilocos Region),2732
Baclig (Pob.),Cabugao,Ilocos Sur,REGION I (Ilocos Region),2732
Bato,Cabugao,Ilocos Sur,REGION I (Ilocos Region),2732
Bonifacio (Pob.),Cabugao,Ilocos Sur,REGION I (Ilocos Region),2732
Bungro,Cabugao,Ilocos Sur,REGION I (Ilocos Region),2732
Cacadiran,Cabugao,Ilocos Sur,REGION I (Ilocos Region),2732
Caellayan,Cabugao,Ilocos Sur,REGION I (Ilocos Region),2732
Carusipan,Cabugao,Ilocos Sur,REGION I (Ilocos Region),2732
Catucdaan,Cabugao,Ilocos Sur,REGION I (Ilocos Region),2732
Cuancabal,Cabugao,Ilocos Sur,REGION I (Ilocos Region),2732
Cuantacla,Cabugao,Ilocos Sur,REGION I (Ilocos Region),2732
Daclapan,Cabugao,Ilocos Sur,REGION I (Ilocos Region),2732
Dardarat,Cabugao,Ilocos Sur,REGION I (Ilocos Region),2732
Lipit,Cabugao,Ilocos Sur,REGION I (Ilocos Region),2732
Maradodon,Cabugao,Ilocos Sur,REGION I (Ilocos Region),2732
Margaay,Cabugao,Ilocos Sur,REGION I (Ilocos Region),2732
Nagsantaan,Cabugao,Ilocos Sur,REGION I (Ilocos Region),2732
Nagsincaoan,Cabugao,Ilocos Sur,REGION I (Ilocos Region),2732
Namruangan,Cabugao,Ilocos Sur,REGION I (Ilocos Region),2732
Pila,Cabugao,Ilocos Sur,REGION I (Ilocos Region),2732
Pug-os,Cabugao,Ilocos Sur,REGION I (Ilocos Region),2732
Quezon (Pob.),Cabugao,Ilocos Sur,REGION I (Ilocos Region),2732
Reppaac,Cabugao,Ilocos Sur,REGION I (Ilocos Region),2732
Rizal (Pob.),Cabugao,Ilocos Sur,REGION I (Ilocos Region),2732
Sabang,Cabugao,Ilocos Sur,REGION I (Ilocos Region),2732
Sagayaden,Cabugao,Ilocos Sur,REGION I (Ilocos Region),2732
Salapasap,Cabugao,Ilocos Sur,REGION I (Ilocos Region),2732
Salomague,Cabugao,Ilocos Sur,REGION I (Ilocos Region),2732
Sisim,Cabugao,Ilocos Sur,REGION I (Ilocos Region),2732
Turod,Cabugao,Ilocos Sur,REGION I (Ilocos Region),2732
Turod-Patac,Cabugao,Ilocos Sur,REGION I (Ilocos Region),2732
Allangigan Primero,City of Candon,Ilocos Sur,REGION I (Ilocos Region),2710
